年齢,学歴,職業,人種,性別,週労働時間,出身国,収入
32, HS-grad, Machine-op-inspct, White, Male,40, United-States, <=50K
23, Assoc-acdm, Other-service, White, Female,25, United-States, <=50K
30, 9th, Other-service, White, Male,40, Mexico, <=50K
67, Some-college, Farming-fishing, White, Male,8, United-States, <=50K
26, Assoc-acdm, Adm-clerical, White, Female,32, United-States, <=50K
53, HS-grad, Exec-managerial, White, Male,35, United-States, <=50K
27, HS-grad, Transport-moving, White, Male,60, United-States, <=50K
29, Some-college, Farming-fishing, White, Male,65, United-States, <=50K
38, Doctorate, Prof-specialty, White, Male,40, United-States, >50K
17, 9th, Other-service, Black, Female,40, United-States, <=50K
48, Masters, Tech-support, White, Male,40, United-States, >50K
28, Assoc-acdm, Exec-managerial, White, Female,40, United-States, <=50K
18, Some-college, Sales, White, Male,15, United-States, <=50K
28, Some-college, Sales, White, Male,30, United-States, <=50K
34, Some-college, Craft-repair, White, Male,40, United-States, <=50K
62, HS-grad, Prof-specialty, White, Male,40, United-States, >50K
46, 5th-6th, Machine-op-inspct, White, Male,40, Mexico, <=50K
30, Some-college, Adm-clerical, White, Female,40, United-States, <=50K
20, Some-college, Transport-moving, White, Male,40, United-States, <=50K
29, HS-grad, Exec-managerial, White, Male,50, United-States, <=50K
55, Some-college, Adm-clerical, Black, Male,25, United-States, <=50K
20, Some-college, Prof-specialty, White, Male,24, United-States, <=50K
54, 10th, Transport-moving, Black, Male,40, United-States, <=50K
27, 10th, Craft-repair, White, Male,30, United-States, <=50K
43, Some-college, Adm-clerical, White, Male,55, United-States, <=50K
48, Masters, Protective-serv, White, Male,72, United-States, <=50K
34, Bachelors, Exec-managerial, White, Male,40, United-States, <=50K
29, Bachelors, Prof-specialty, White, Female,40, United-States, <=50K
37, Assoc-voc, Sales, White, Female,40, United-States, <=50K
56, Some-college, Prof-specialty, White, Male,40, United-States, >50K
58, 10th, Craft-repair, White, Male,40, United-States, >50K
54, Bachelors, Sales, Black, Male,40, Jamaica, <=50K
45, Some-college, Craft-repair, White, Male,41, United-States, <=50K
29, HS-grad, Other-service, White, Male,40, United-States, <=50K
26, Assoc-acdm, Adm-clerical, White, Female,40, United-States, <=50K
43, HS-grad, Adm-clerical, Black, Male,40, United-States, >50K
33, HS-grad, Other-service, White, Male,40, United-States, <=50K
45, Some-college, Other-service, White, Male,42, United-States, <=50K
25, Some-college, Sales, White, Male,30, United-States, <=50K
25, HS-grad, Craft-repair, White, Male,40, United-States, <=50K
37, Assoc-acdm, Adm-clerical, White, Male,40, United-States, <=50K
20, HS-grad, Exec-managerial, White, Male,25, United-States, <=50K
39, Masters, Prof-specialty, White, Female,24, United-States, >50K
17, 10th, Sales, White, Female,20, United-States, <=50K
27, HS-grad, Farming-fishing, White, Male,40, United-States, <=50K
26, HS-grad, Other-service, Black, Female,40, United-States, <=50K
55, 5th-6th, Machine-op-inspct, White, Male,40, Mexico, <=50K
39, 11th, Prof-specialty, White, Male,60, United-States, <=50K
41, HS-grad, Other-service, White, Female,40, United-States, <=50K
34, 1st-4th, Craft-repair, White, Male,40, Mexico, <=50K
51, Assoc-voc, Exec-managerial, White, Male,50, United-States, >50K
40, Some-college, Machine-op-inspct, White, Male,40, United-States, <=50K
58, Assoc-acdm, Craft-repair, White, Male,40, United-States, <=50K
23, HS-grad, Sales, White, Female,40, United-States, <=50K
45, Masters, Prof-specialty, White, Male,50, United-States, >50K
51, Bachelors, Sales, White, Male,50, United-States, >50K
43, Some-college, Exec-managerial, White, Male,40, United-States, <=50K
25, Bachelors, Other-service, White, Female,50, United-States, <=50K
36, Bachelors, Exec-managerial, White, Male,40, United-States, <=50K
58, HS-grad, Craft-repair, White, Male,50, United-States, <=50K
33, HS-grad, Machine-op-inspct, White, Male,40, United-States, <=50K
60, Assoc-voc, Other-service, White, Male,40, United-States, <=50K
24, HS-grad, Sales, Asian-Pac-Islander, Male,40, South, <=50K
45, HS-grad, Exec-managerial, White, Female,46, United-States, <=50K
49, HS-grad, Adm-clerical, White, Female,40, United-States, <=50K
19, 12th, Adm-clerical, White, Female,40, United-States, <=50K
34, Some-college, Adm-clerical, Asian-Pac-Islander, Female,38, Philippines, <=50K
42, Bachelors, Adm-clerical, White, Male,40, United-States, <=50K
25, HS-grad, Priv-house-serv, White, Female,50, United-States, <=50K
59, 5th-6th, Other-service, White, Male,15, El-Salvador, <=50K
28, HS-grad, Machine-op-inspct, White, Male,40, United-States, <=50K
19, 11th, Other-service, White, Male,30, United-States, <=50K
31, Bachelors, Prof-specialty, White, Female,40, United-States, <=50K
58, Bachelors, Prof-specialty, White, Male,48, United-States, <=50K
47, HS-grad, Exec-managerial, White, Male,50, United-States, >50K
30, Bachelors, Sales, White, Male,40, United-States, >50K
41, 7th-8th, Craft-repair, Asian-Pac-Islander, Male,40, China, <=50K
43, Some-college, Transport-moving, White, Male,51, United-States, >50K
48, HS-grad, Adm-clerical, White, Female,40, United-States, <=50K
44, Bachelors, Sales, White, Male,50, United-States, >50K
44, Some-college, Adm-clerical, Black, Female,40, United-States, <=50K
24, Bachelors, Exec-managerial, Black, Female,40, United-States, <=50K
28, HS-grad, Craft-repair, White, Male,43, United-States, <=50K
50, HS-grad, Exec-managerial, White, Female,10, United-States, <=50K
33, Some-college, Craft-repair, White, Male,40, United-States, >50K
23, Bachelors, Prof-specialty, White, Female,50, United-States, <=50K
46, 10th, Handlers-cleaners, White, Male,40, United-States, <=50K
21, Some-college, Tech-support, White, Male,10, United-States, <=50K
52, 9th, Other-service, Black, Female,30, United-States, <=50K
26, Bachelors, Prof-specialty, White, Male,50, United-States, <=50K
27, Bachelors, Tech-support, White, Male,12, United-States, <=50K
28, 11th, Machine-op-inspct, White, Female,40, Nicaragua, <=50K
50, Bachelors, Sales, White, Male,60, United-States, >50K
28, HS-grad, Craft-repair, White, Male,35, United-States, <=50K
61, 11th, Exec-managerial, White, Male,20, United-States, <=50K
32, 7th-8th, Sales, White, Female,35, United-States, <=50K
30, Some-college, Craft-repair, White, Male,40, United-States, <=50K
51, Bachelors, Adm-clerical, White, Female,40, United-States, <=50K
40, Some-college, Protective-serv, White, Male,40, United-States, >50K
36, HS-grad, Exec-managerial, White, Male,70, United-States, <=50K
28, Some-college, Other-service, Black, Male,24, United-States, <=50K
49, Assoc-acdm, Prof-specialty, White, Male,45, United-States, >50K
61, 7th-8th, Transport-moving, White, Male,30, United-States, <=50K
41, Bachelors, Exec-managerial, White, Male,60, United-States, >50K
55, HS-grad, Other-service, White, Female,30, United-States, <=50K
36, Bachelors, Prof-specialty, White, Female,40, United-States, <=50K
21, Some-college, Adm-clerical, White, Female,40, United-States, <=50K
57, Some-college, Transport-moving, White, Male,45, United-States, >50K
49, Prof-school, Prof-specialty, White, Male,37, United-States, >50K
59, 11th, Adm-clerical, White, Male,40, United-States, <=50K
41, Some-college, Sales, White, Male,80, United-States, >50K
59, Some-college, Craft-repair, White, Male,40, United-States, <=50K
20, HS-grad, Other-service, White, Male,25, United-States, <=50K
42, Some-college, Adm-clerical, Black, Female,40, United-States, <=50K
41, Masters, Prof-specialty, White, Female,60, United-States, <=50K
45, Bachelors, Exec-managerial, White, Male,50, United-States, >50K
42, Assoc-acdm, Exec-managerial, White, Female,45, United-States, >50K
25, Bachelors, Prof-specialty, White, Male,40, United-States, <=50K
45, HS-grad, Craft-repair, White, Male,40, United-States, >50K
58, HS-grad, Sales, White, Male,40, United-States, >50K
39, HS-grad, Craft-repair, White, Male,40, United-States, <=50K
34, HS-grad, Craft-repair, White, Male,40, United-States, >50K
22, Some-college, Craft-repair, White, Male,40, United-States, <=50K
44, HS-grad, Tech-support, White, Male,50, United-States, >50K
53, Some-college, Sales, White, Female,40, United-States, <=50K
27, 9th, Protective-serv, White, Male,40, Guatemala, <=50K
60, HS-grad, Other-service, White, Female,25, United-States, <=50K
46, Bachelors, Prof-specialty, White, Male,40, United-States, >50K
56, Prof-school, Prof-specialty, White, Male,40, United-States, >50K
36, Bachelors, Exec-managerial, White, Male,40, United-States, >50K
56, HS-grad, Adm-clerical, White, Female,32, United-States, <=50K
29, Bachelors, Exec-managerial, White, Male,70, United-States, <=50K
19, 10th, Handlers-cleaners, White, Male,39, United-States, <=50K
38, HS-grad, Other-service, White, Male,40, United-States, <=50K
40, Some-college, Tech-support, White, Male,40, United-States, >50K
52, Assoc-acdm, Exec-managerial, White, Male,55, United-States, >50K
22, Some-college, Exec-managerial, White, Female,40, United-States, <=50K
32, HS-grad, Other-service, White, Female,25, United-States, <=50K
27, Bachelors, Exec-managerial, White, Female,40, United-States, <=50K
25, Bachelors, Prof-specialty, White, Female,40, Guatemala, <=50K
36, Masters, Prof-specialty, Other, Male,40, Iran, >50K
22, 12th, Handlers-cleaners, Amer-Indian-Eskimo, Male,40, United-States, <=50K
32, HS-grad, Craft-repair, White, Male,45, United-States, <=50K
37, Bachelors, Exec-managerial, Black, Female,40, United-States, <=50K
22, HS-grad, Prof-specialty, White, Male,54, United-States, <=50K
29, HS-grad, Adm-clerical, White, Female,40, United-States, >50K
42, Preschool, Handlers-cleaners, White, Male,25, United-States, <=50K
45, Assoc-voc, Sales, White, Female,38, United-States, <=50K
33, Bachelors, Adm-clerical, White, Female,45, United-States, <=50K
39, Some-college, Prof-specialty, White, Female,40, United-States, <=50K
27, 12th, Machine-op-inspct, White, Male,45, United-States, <=50K
53, Bachelors, Prof-specialty, White, Female,50, United-States, >50K
30, Bachelors, Other-service, White, Female,40, United-States, <=50K
52, Some-college, Craft-repair, Black, Male,35, United-States, <=50K
43, Bachelors, Sales, White, Male,60, United-States, >50K
47, Masters, Prof-specialty, White, Male,35, United-States, >50K
61, HS-grad, Protective-serv, Black, Male,40, India, <=50K
39, Masters, Prof-specialty, Black, Male,40, Dominican-Republic, <=50K
47, Some-college, Sales, White, Male,50, United-States, <=50K
19, HS-grad, Craft-repair, White, Male,25, United-States, <=50K
37, Some-college, Machine-op-inspct, White, Male,40, United-States, <=50K
31, HS-grad, Craft-repair, White, Male,51, United-States, <=50K
69, Assoc-voc, Sales, White, Male,8, United-States, <=50K
29, HS-grad, Machine-op-inspct, White, Male,40, United-States, <=50K
24, Some-college, Machine-op-inspct, Other, Male,14, United-States, <=50K
42, HS-grad, Handlers-cleaners, White, Male,40, Poland, <=50K
30, Bachelors, Protective-serv, White, Male,72, United-States, >50K
28, Masters, Sales, White, Female,80, United-States, >50K
27, Assoc-voc, Handlers-cleaners, White, Male,40, United-States, <=50K
53, HS-grad, Exec-managerial, Black, Female,40, United-States, <=50K
35, HS-grad, Craft-repair, White, Male,40, United-States, <=50K
22, 12th, Transport-moving, White, Male,40, United-States, <=50K
25, HS-grad, Protective-serv, Black, Male,40, United-States, <=50K
38, Bachelors, Prof-specialty, Black, Female,40, United-States, >50K
27, Bachelors, Adm-clerical, White, Female,35, United-States, <=50K
30, 9th, Other-service, White, Male,37, United-States, <=50K
27, Bachelors, Prof-specialty, White, Female,50, United-States, <=50K
25, Bachelors, Prof-specialty, White, Male,40, United-States, <=50K
32, HS-grad, Machine-op-inspct, White, Female,40, United-States, <=50K
70, 10th, Craft-repair, White, Male,45, United-States, <=50K
50, HS-grad, Exec-managerial, White, Male,40, United-States, <=50K
40, Some-college, Other-service, White, Female,35, United-States, <=50K
34, 11th, Craft-repair, Black, Male,55, United-States, <=50K
57, HS-grad, Craft-repair, White, Male,50, United-States, <=50K
39, Masters, Other-service, White, Female,32, United-States, <=50K
49, Some-college, Other-service, White, Female,40, United-States, <=50K
43, Some-college, Prof-specialty, White, Male,40, United-States, >50K
26, HS-grad, Adm-clerical, White, Female,45, United-States, <=50K
31, Some-college, Adm-clerical, Black, Female,40, Japan, <=50K
60, Some-college, Sales, White, Male,50, United-States, <=50K
46, Masters, Prof-specialty, White, Male,50, United-States, >50K
26, Some-college, Transport-moving, White, Male,55, United-States, >50K
27, Prof-school, Prof-specialty, White, Female,40, United-States, <=50K
31, Some-college, Adm-clerical, Black, Female,40, United-States, <=50K
59, HS-grad, Exec-managerial, White, Female,50, United-States, <=50K
18, Some-college, Other-service, White, Female,24, United-States, <=50K
22, Some-college, Exec-managerial, White, Male,45, United-States, <=50K
24, Assoc-acdm, Sales, White, Female,20, United-States, <=50K
53, 10th, Transport-moving, White, Male,40, United-States, >50K
43, HS-grad, Handlers-cleaners, White, Male,42, United-States, >50K
24, Some-college, Tech-support, White, Male,50, United-States, >50K
60, 10th, Tech-support, White, Female,40, United-States, <=50K
24, HS-grad, Craft-repair, White, Male,40, United-States, <=50K
52, HS-grad, Adm-clerical, Black, Male,40, United-States, <=50K
32, Assoc-voc, Transport-moving, White, Male,99, United-States, >50K
34, 10th, Other-service, White, Female,35, United-States, <=50K
35, Assoc-acdm, Protective-serv, White, Male,40, United-States, >50K
38, 9th, Handlers-cleaners, White, Male,40, Mexico, <=50K
34, HS-grad, Farming-fishing, White, Male,90, United-States, <=50K
53, Prof-school, Prof-specialty, White, Female,50, United-States, >50K
23, HS-grad, Adm-clerical, White, Female,40, United-States, <=50K
40, Some-college, Adm-clerical, White, Male,40, United-States, <=50K
40, HS-grad, Craft-repair, White, Male,40, United-States, <=50K
50, HS-grad, Farming-fishing, White, Male,60, United-States, >50K
17, 10th, Sales, White, Female,20, United-States, <=50K
53, Bachelors, Prof-specialty, White, Female,54, United-States, <=50K
32, Bachelors, Craft-repair, White, Male,50, United-States, >50K
18, 11th, Sales, White, Male,16, United-States, <=50K
62, 10th, Other-service, White, Female,40, United-States, <=50K
45, Masters, Other-service, White, Male,40, United-States, <=50K
46, Doctorate, Prof-specialty, White, Male,70, United-States, <=50K
73, 7th-8th, Farming-fishing, White, Male,40, United-States, <=50K
64, Doctorate, Prof-specialty, White, Male,60, United-States, >50K
26, Bachelors, Prof-specialty, White, Female,45, United-States, >50K
23, HS-grad, Sales, White, Male,48, United-States, <=50K
30, HS-grad, Machine-op-inspct, White, Male,40, Vietnam, <=50K
51, Some-college, Adm-clerical, White, Female,40, United-States, <=50K
35, Bachelors, Exec-managerial, White, Female,55, United-States, <=50K
39, Some-college, Adm-clerical, White, Female,45, United-States, >50K
35, Masters, Prof-specialty, Asian-Pac-Islander, Male,40, India, >50K
41, HS-grad, Machine-op-inspct, White, Female,40, United-States, <=50K
31, Some-college, Craft-repair, White, Male,40, United-States, <=50K
40, Bachelors, Sales, White, Male,50, United-States, >50K
46, Prof-school, Prof-specialty, Asian-Pac-Islander, Male,40, Philippines, >50K
31, HS-grad, Other-service, White, Female,30, United-States, <=50K
41, Some-college, Machine-op-inspct, White, Female,40, Honduras, <=50K
42, Bachelors, Exec-managerial, White, Male,40, United-States, <=50K
23, HS-grad, Sales, White, Male,40, United-States, <=50K
49, Some-college, Adm-clerical, White, Male,45, United-States, >50K
53, Assoc-voc, Tech-support, Black, Male,40, United-States, <=50K
38, Bachelors, Protective-serv, White, Female,43, United-States, >50K
36, Assoc-acdm, Exec-managerial, Asian-Pac-Islander, Female,40, Taiwan, <=50K
32, Some-college, Craft-repair, White, Male,72, Mexico, <=50K
20, 11th, Transport-moving, White, Male,40, Guatemala, <=50K
22, Some-college, Tech-support, Asian-Pac-Islander, Female,32, United-States, <=50K
25, Assoc-voc, Craft-repair, Amer-Indian-Eskimo, Male,40, United-States, <=50K
58, HS-grad, Craft-repair, White, Male,40, United-States, <=50K
24, Some-college, Farming-fishing, White, Male,20, United-States, <=50K
48, HS-grad, Craft-repair, White, Male,40, United-States, >50K
20, 1st-4th, Farming-fishing, White, Male,30, El-Salvador, <=50K
60, Some-college, Exec-managerial, White, Male,40, United-States, >50K
20, HS-grad, Other-service, White, Male,30, United-States, <=50K
52, Some-college, Exec-managerial, White, Male,45, United-States, >50K
36, HS-grad, Transport-moving, White, Female,40, United-States, >50K
46, Bachelors, Prof-specialty, Asian-Pac-Islander, Male,40, Philippines, >50K
22, 11th, Sales, White, Female,25, United-States, <=50K
19, Some-college, Exec-managerial, White, Female,35, United-States, <=50K
37, HS-grad, Sales, White, Male,40, United-States, <=50K
30, Assoc-voc, Sales, White, Female,40, United-States, >50K
44, Assoc-acdm, Craft-repair, White, Male,25, United-States, <=50K
22, HS-grad, Sales, White, Male,45, Canada, <=50K
31, Bachelors, Sales, White, Male,50, United-States, <=50K
17, 11th, Adm-clerical, White, Male,40, United-States, <=50K
21, HS-grad, Handlers-cleaners, White, Male,40, United-States, <=50K
67, Masters, Exec-managerial, White, Male,40, United-States, >50K
46, 7th-8th, Exec-managerial, White, Male,40, United-States, <=50K
29, HS-grad, Handlers-cleaners, White, Male,50, United-States, <=50K
20, Some-college, Handlers-cleaners, White, Female,6, United-States, <=50K
27, Some-college, Other-service, White, Male,24, United-States, <=50K
35, Some-college, Craft-repair, White, Male,40, United-States, >50K
19, Some-college, Adm-clerical, White, Female,30, United-States, <=50K
36, 12th, Other-service, White, Female,40, Mexico, <=50K
43, Bachelors, Exec-managerial, White, Male,50, United-States, >50K
62, Bachelors, Prof-specialty, White, Male,40, United-States, <=50K
28, Prof-school, Prof-specialty, White, Male,40, Canada, <=50K
18, 11th, Other-service, White, Female,15, United-States, <=50K
59, Prof-school, Transport-moving, Black, Male,50, United-States, >50K
37, Bachelors, Exec-managerial, White, Male,40, United-States, <=50K
27, Some-college, Craft-repair, Black, Male,40, United-States, <=50K
46, Masters, Prof-specialty, White, Female,43, United-States, <=50K
29, 11th, Sales, White, Female,42, United-States, <=50K
33, Bachelors, Exec-managerial, White, Female,40, United-States, >50K
62, HS-grad, Craft-repair, White, Male,40, United-States, <=50K
46, Doctorate, Prof-specialty, White, Male,55, United-States, >50K
28, 10th, Machine-op-inspct, White, Male,40, United-States, <=50K
22, Some-college, Sales, White, Female,35, United-States, <=50K
46, Masters, Armed-Forces, White, Male,40, United-States, >50K
54, Some-college, Sales, White, Male,40, United-States, >50K
34, HS-grad, Craft-repair, White, Male,72, United-States, <=50K
62, Bachelors, Sales, White, Male,20, United-States, >50K
30, Some-college, Handlers-cleaners, White, Male,40, Poland, <=50K
19, HS-grad, Other-service, White, Male,20, United-States, <=50K
27, Assoc-voc, Machine-op-inspct, White, Male,45, United-States, <=50K
36, Some-college, Craft-repair, White, Male,50, United-States, >50K
52, Bachelors, Machine-op-inspct, White, Male,40, United-States, >50K
47, 12th, Exec-managerial, White, Female,55, United-States, <=50K
57, HS-grad, Protective-serv, White, Female,40, United-States, <=50K
64, Some-college, Exec-managerial, White, Female,40, United-States, <=50K
53, 11th, Other-service, White, Female,47, United-States, <=50K
53, Bachelors, Craft-repair, White, Male,44, United-States, >50K
31, Some-college, Sales, Asian-Pac-Islander, Male,40, South, <=50K
41, Bachelors, Exec-managerial, White, Male,45, United-States, >50K
45, HS-grad, Other-service, Black, Female,40, United-States, <=50K
45, HS-grad, Adm-clerical, White, Female,40, United-States, <=50K
23, Some-college, Other-service, White, Female,28, United-States, <=50K
39, Masters, Prof-specialty, White, Male,72, United-States, <=50K
31, Assoc-voc, Exec-managerial, White, Male,40, United-States, <=50K
35, Bachelors, Farming-fishing, White, Male,45, United-States, <=50K
54, Masters, Transport-moving, White, Male,60, United-States, >50K
40, Bachelors, Prof-specialty, White, Female,40, United-States, <=50K
55, Bachelors, Exec-managerial, White, Male,40, United-States, >50K
31, HS-grad, Craft-repair, White, Male,40, United-States, <=50K
58, 11th, Transport-moving, White, Male,60, United-States, <=50K
31, Doctorate, Prof-specialty, White, Male,99, United-States, >50K
46, HS-grad, Other-service, White, Female,40, United-States, <=50K
38, Assoc-voc, Craft-repair, White, Male,40, United-States, <=50K
22, Some-college, Prof-specialty, White, Female,25, United-States, <=50K
48, HS-grad, Craft-repair, White, Male,60, England, <=50K
73, Bachelors, Prof-specialty, White, Male,15, United-States, <=50K
25, Bachelors, Adm-clerical, White, Male,45, United-States, >50K
53, Some-college, Farming-fishing, White, Male,40, United-States, <=50K
46, Some-college, Transport-moving, White, Male,45, United-States, >50K
37, Bachelors, Prof-specialty, Black, Female,40, United-States, <=50K
30, HS-grad, Handlers-cleaners, White, Male,50, United-States, <=50K
29, HS-grad, Machine-op-inspct, White, Male,40, United-States, <=50K
29, Some-college, Protective-serv, White, Male,40, United-States, <=50K
58, Masters, Exec-managerial, White, Male,40, United-States, >50K
42, 7th-8th, Other-service, Black, Female,50, United-States, <=50K
62, 9th, Protective-serv, Black, Male,24, United-States, <=50K
45, Bachelors, Farming-fishing, Asian-Pac-Islander, Male,40, United-States, >50K
38, Bachelors, Sales, White, Male,40, United-States, >50K
36, Bachelors, Sales, White, Male,50, United-States, >50K
42, 7th-8th, Sales, White, Male,30, United-States, <=50K
47, Masters, Prof-specialty, White, Male,35, United-States, >50K
42, Some-college, Craft-repair, White, Male,40, United-States, <=50K
43, Some-college, Adm-clerical, Black, Female,38, United-States, >50K
37, Assoc-voc, Craft-repair, White, Male,40, United-States, >50K
36, Some-college, Exec-managerial, White, Female,39, United-States, >50K
27, Bachelors, Tech-support, Black, Female,40, France, <=50K
54, 5th-6th, Machine-op-inspct, White, Male,40, Mexico, <=50K
48, HS-grad, Craft-repair, White, Male,40, United-States, >50K
29, HS-grad, Other-service, White, Female,30, United-States, <=50K
29, HS-grad, Machine-op-inspct, White, Male,38, United-States, <=50K
37, Some-college, Other-service, White, Male,47, United-States, <=50K
55, Some-college, Sales, White, Male,40, United-States, <=50K
67, HS-grad, Priv-house-serv, Black, Female,20, United-States, <=50K
51, HS-grad, Handlers-cleaners, White, Male,30, United-States, <=50K
35, Masters, Prof-specialty, White, Female,32, United-States, <=50K
64, HS-grad, Other-service, White, Female,40, United-States, <=50K
23, 5th-6th, Handlers-cleaners, White, Male,55, Mexico, <=50K
49, Bachelors, Other-service, Asian-Pac-Islander, Female,35, Philippines, <=50K
38, Bachelors, Prof-specialty, White, Male,70, United-States, <=50K
62, HS-grad, Handlers-cleaners, Black, Female,40, United-States, <=50K
62, 7th-8th, Craft-repair, White, Male,10, United-States, <=50K
45, Masters, Craft-repair, White, Male,40, United-States, <=50K
20, Assoc-acdm, Sales, White, Female,40, United-States, <=50K
38, HS-grad, Machine-op-inspct, White, Male,48, United-States, <=50K
50, Bachelors, Adm-clerical, White, Male,40, United-States, <=50K
40, Some-college, Adm-clerical, Black, Male,55, United-States, >50K
30, HS-grad, Craft-repair, White, Male,70, United-States, <=50K
52, Some-college, Exec-managerial, White, Female,40, United-States, <=50K
28, Bachelors, Prof-specialty, Black, Male,50, United-States, >50K
62, HS-grad, Transport-moving, White, Male,30, United-States, <=50K
31, HS-grad, Other-service, White, Female,40, United-States, <=50K
40, HS-grad, Exec-managerial, White, Male,40, United-States, >50K
34, HS-grad, Sales, White, Female,40, United-States, <=50K
53, Some-college, Sales, White, Male,40, United-States, >50K
42, 12th, Farming-fishing, White, Male,40, United-States, <=50K
26, Some-college, Other-service, White, Male,25, United-States, <=50K
51, HS-grad, Transport-moving, White, Male,40, United-States, >50K
49, Masters, Prof-specialty, White, Male,50, United-States, >50K
43, HS-grad, Machine-op-inspct, White, Male,40, United-States, <=50K
42, Some-college, Farming-fishing, White, Male,40, United-States, <=50K
31, 11th, Sales, Asian-Pac-Islander, Female,40, India, <=50K
26, HS-grad, Transport-moving, Other, Male,40, United-States, <=50K
50, Bachelors, Prof-specialty, Asian-Pac-Islander, Female,40, Philippines, <=50K
35, HS-grad, Machine-op-inspct, White, Male,40, United-States, <=50K
37, Some-college, Tech-support, White, Female,40, United-States, <=50K
20, Some-college, Sales, White, Male,16, United-States, <=50K
31, Prof-school, Prof-specialty, White, Male,40, United-States, >50K
28, HS-grad, Craft-repair, White, Male,35, United-States, <=50K
46, HS-grad, Tech-support, Black, Male,40, United-States, >50K
21, Some-college, Prof-specialty, White, Female,8, United-States, <=50K
41, Masters, Exec-managerial, White, Male,70, United-States, >50K
30, Bachelors, Exec-managerial, White, Male,70, United-States, >50K
66, Bachelors, Exec-managerial, White, Male,70, United-States, <=50K
37, Some-college, Sales, White, Male,60, United-States, >50K
74, 7th-8th, Handlers-cleaners, White, Female,20, United-States, <=50K
46, Some-college, Protective-serv, Black, Male,70, United-States, >50K
51, Masters, Exec-managerial, White, Male,50, United-States, >50K
33, Bachelors, Exec-managerial, White, Male,50, United-States, >50K
30, 5th-6th, Machine-op-inspct, White, Male,40, Mexico, <=50K
47, Bachelors, Exec-managerial, White, Male,50, United-States, >50K
49, Bachelors, Exec-managerial, White, Female,40, United-States, <=50K
53, HS-grad, Craft-repair, Black, Female,48, United-States, <=50K
24, Assoc-voc, Machine-op-inspct, White, Male,40, United-States, <=50K
54, HS-grad, Transport-moving, White, Male,50, United-States, <=50K
32, Some-college, Craft-repair, White, Male,40, United-States, <=50K
45, Some-college, Sales, White, Male,45, United-States, <=50K
46, HS-grad, Farming-fishing, White, Male,45, United-States, <=50K
37, Some-college, Other-service, White, Male,65, United-States, <=50K
48, Masters, Prof-specialty, White, Male,61, United-States, >50K
25, Bachelors, Adm-clerical, White, Female,40, United-States, <=50K
27, Some-college, Adm-clerical, White, Female,40, United-States, <=50K
69, HS-grad, Adm-clerical, White, Male,8, United-States, <=50K
38, Bachelors, Sales, White, Male,52, United-States, >50K
47, 12th, Adm-clerical, Black, Female,40, United-States, <=50K
30, Some-college, Adm-clerical, White, Female,60, United-States, <=50K
46, HS-grad, Handlers-cleaners, White, Male,30, United-States, <=50K
27, Prof-school, Prof-specialty, White, Female,45, United-States, <=50K
19, Some-college, Sales, White, Male,35, United-States, <=50K
18, HS-grad, Priv-house-serv, White, Female,40, United-States, <=50K
24, 11th, Craft-repair, White, Male,50, United-States, >50K
32, Bachelors, Prof-specialty, White, Female,40, United-States, <=50K
38, HS-grad, Handlers-cleaners, Black, Male,40, United-States, <=50K
19, Preschool, Farming-fishing, White, Male,36, Hong, <=50K
28, Some-college, Handlers-cleaners, White, Male,40, United-States, <=50K
39, Masters, Prof-specialty, White, Female,55, United-States, <=50K
38, Some-college, Sales, Asian-Pac-Islander, Male,60, Japan, <=50K
42, HS-grad, Machine-op-inspct, White, Female,40, United-States, >50K
31, Some-college, Adm-clerical, White, Female,40, United-States, >50K
46, 9th, Machine-op-inspct, White, Female,40, Ireland, <=50K
53, Some-college, Exec-managerial, White, Female,54, United-States, <=50K
21, Assoc-acdm, Handlers-cleaners, White, Male,15, United-States, <=50K
48, HS-grad, Sales, White, Male,50, United-States, <=50K
46, HS-grad, Adm-clerical, White, Female,52, United-States, >50K
30, HS-grad, Transport-moving, White, Male,45, United-States, <=50K
24, HS-grad, Adm-clerical, Black, Male,40, Jamaica, <=50K
32, 10th, Craft-repair, White, Male,50, United-States, <=50K
30, HS-grad, Other-service, White, Female,40, United-States, <=50K
57, Doctorate, Prof-specialty, White, Female,50, United-States, <=50K
56, 7th-8th, Adm-clerical, White, Male,40, United-States, <=50K
27, HS-grad, Exec-managerial, Black, Female,37, United-States, <=50K
38, Bachelors, Machine-op-inspct, White, Male,40, Iran, <=50K
19, HS-grad, Adm-clerical, White, Male,40, United-States, <=50K
61, Some-college, Adm-clerical, White, Male,50, United-States, >50K
49, Assoc-voc, Tech-support, White, Female,40, United-States, <=50K
28, HS-grad, Craft-repair, White, Male,38, United-States, <=50K
50, Masters, Prof-specialty, White, Male,55, United-States, >50K
43, Bachelors, Craft-repair, White, Male,84, United-States, >50K
34, HS-grad, Machine-op-inspct, Black, Female,48, United-States, <=50K
28, 11th, Craft-repair, White, Male,40, United-States, <=50K
31, Some-college, Craft-repair, White, Male,40, United-States, <=50K
55, HS-grad, Machine-op-inspct, Black, Female,44, United-States, <=50K
26, Bachelors, Exec-managerial, White, Female,45, United-States, >50K
51, Doctorate, Prof-specialty, Black, Female,40, United-States, >50K
35, HS-grad, Craft-repair, White, Male,40, United-States, <=50K
42, Assoc-acdm, Exec-managerial, Asian-Pac-Islander, Female,31, Laos, <=50K
